genbank_accession	gisaid_epi_isl
MW483562.1	EPI_ISL_672472
MW483563.1	EPI_ISL_672473
MW483564.1	EPI_ISL_672474
MW483565.1	EPI_ISL_672024
MW483566.1	EPI_ISL_672475
MW483567.1	EPI_ISL_672476
MW483568.1	EPI_ISL_672036
MW483569.1	EPI_ISL_672477
MW483570.1	EPI_ISL_672478
MW483571.1	EPI_ISL_672479
MW483572.1	EPI_ISL_672480
MW483573.1	EPI_ISL_672481
MW483574.1	EPI_ISL_672482
MW483575.1	EPI_ISL_672483
MW483576.1	EPI_ISL_672484
MW483577.1	EPI_ISL_672485
MW483578.1	EPI_ISL_672486
MW483579.1	EPI_ISL_672487
MW483580.1	EPI_ISL_672488
MW483581.1	EPI_ISL_672489
MW483582.1	EPI_ISL_672490
MW483584.1	EPI_ISL_672016
MW483585.1	EPI_ISL_672492
MW483586.1	EPI_ISL_672493
MW483587.1	EPI_ISL_672494
MW483588.1	EPI_ISL_672495
MW483589.1	EPI_ISL_672496
MW483590.1	EPI_ISL_672497
MW483592.1	EPI_ISL_672499
MW483593.1	EPI_ISL_672500
MW483594.1	EPI_ISL_672025
MW483595.1	EPI_ISL_672018
MW483596.1	EPI_ISL_672501
MW483597.1	EPI_ISL_672021
MW483598.1	EPI_ISL_672502
MW483599.1	EPI_ISL_672503
MW483600.1	EPI_ISL_672067
MW483602.1	EPI_ISL_672048
MW483603.1	EPI_ISL_672505
MW483604.1	EPI_ISL_672506
MW483605.1	EPI_ISL_672507
MW483606.1	EPI_ISL_672037
MW483607.1	EPI_ISL_672508
MW483609.1	EPI_ISL_672510
MW483611.1	EPI_ISL_672511
MW483612.1	EPI_ISL_672512
MW483614.1	EPI_ISL_672514
MW483615.1	EPI_ISL_672515
MW483617.1	EPI_ISL_672517
MW483618.1	EPI_ISL_672518
MW483619.1	EPI_ISL_672519
MW483620.1	EPI_ISL_672098
MW483621.1	EPI_ISL_672520
MW483622.1	EPI_ISL_672521
MW483623.1	EPI_ISL_672099
MW483624.1	EPI_ISL_672100
MW483625.1	EPI_ISL_672522
MW483626.1	EPI_ISL_672523
MW483627.1	EPI_ISL_672524
MW483628.1	EPI_ISL_672046
MW483629.1	EPI_ISL_672525
MW483630.1	EPI_ISL_672527
MW483631.1	EPI_ISL_672529
MW483632.1	EPI_ISL_672101
MW483633.1	EPI_ISL_672102
MW483634.1	EPI_ISL_672530
MW484812.1	EPI_ISL_824945
MW484813.1	EPI_ISL_824946
MW484814.1	EPI_ISL_824947
MW484815.1	EPI_ISL_824948
MW484816.1	EPI_ISL_824949
MW484817.1	EPI_ISL_824950
MW484818.1	EPI_ISL_824951
MW484819.1	EPI_ISL_824952
MW484820.1	EPI_ISL_824953
MW484821.1	EPI_ISL_824954
MW484822.1	EPI_ISL_824955
MW484823.1	EPI_ISL_824956
MW484824.1	EPI_ISL_824957
MW484825.1	EPI_ISL_824958
MW484826.1	EPI_ISL_824959
MW484827.1	EPI_ISL_824960
MW484828.1	EPI_ISL_824961
MW484829.1	EPI_ISL_824962
MW484830.1	EPI_ISL_824963
MW484831.1	EPI_ISL_824964
MW484832.1	EPI_ISL_824965
MW484833.1	EPI_ISL_824966
MW484834.1	EPI_ISL_824967
MW484835.1	EPI_ISL_824968
MW484836.1	EPI_ISL_824969
MW484837.1	EPI_ISL_824970
MW484838.1	EPI_ISL_824971
MW484839.1	EPI_ISL_824972
MW484840.1	EPI_ISL_824973
MW484841.1	EPI_ISL_824974
MW484842.1	EPI_ISL_824975
MW484843.1	EPI_ISL_824976
MW484844.1	EPI_ISL_824977
MW484845.1	EPI_ISL_824978
MW484846.1	EPI_ISL_824979
MW484847.1	EPI_ISL_824980
MW484848.1	EPI_ISL_824981
MW484849.1	EPI_ISL_824982
MW484850.1	EPI_ISL_824983
MW484851.1	EPI_ISL_824984
MW485088.1	EPI_ISL_832014
MW485136.1	EPI_ISL_832105
MW485137.1	EPI_ISL_832106
MW485138.1	EPI_ISL_832107
MW485139.1	EPI_ISL_832108
MW485140.1	EPI_ISL_832109
MW485141.1	EPI_ISL_832110
MW485142.1	EPI_ISL_832111
MW485143.1	EPI_ISL_832112
MW485144.1	EPI_ISL_832113
MW485145.1	EPI_ISL_832114
MW485146.1	EPI_ISL_832115
MW485147.1	EPI_ISL_832116
MW485148.1	EPI_ISL_832117
MW485149.1	EPI_ISL_832118
MW485150.1	EPI_ISL_832119
MW485151.1	EPI_ISL_832120
MW485253.1	EPI_ISL_832127
MW485258.1	EPI_ISL_824516
MW485259.1	EPI_ISL_824518
MW485261.1	EPI_ISL_824520
MW485262.1	EPI_ISL_824521
MW485263.1	EPI_ISL_824522
MW485264.1	EPI_ISL_824523
MW485266.1	EPI_ISL_824525
MW485267.1	EPI_ISL_824526
MW485268.1	EPI_ISL_824527
MW485269.1	EPI_ISL_824528
MW485270.1	EPI_ISL_824529
MW485271.1	EPI_ISL_824530
MW485272.1	EPI_ISL_824531
MW485273.1	EPI_ISL_824532
MW485274.1	EPI_ISL_824533
MW485275.1	EPI_ISL_824534
MW485276.1	EPI_ISL_824536
MW485277.1	EPI_ISL_824537
MW485278.1	EPI_ISL_824538
MW485279.1	EPI_ISL_824539
MW485281.1	EPI_ISL_824542
MW485282.1	EPI_ISL_824543
MW485283.1	EPI_ISL_824544
MW485284.1	EPI_ISL_824545
MW485285.1	EPI_ISL_824546
MW485286.1	EPI_ISL_824547
MW485287.1	EPI_ISL_824549
MW485289.1	EPI_ISL_824551
MW485290.1	EPI_ISL_824552
MW485291.1	EPI_ISL_824553
MW485293.1	EPI_ISL_802646
MW485294.1	EPI_ISL_802696
MW485295.1	EPI_ISL_802645
MW485296.1	EPI_ISL_802668
MW485297.1	EPI_ISL_802628
MW485298.1	EPI_ISL_802627
MW485299.1	EPI_ISL_802652
MW485300.1	EPI_ISL_802601
MW485301.1	EPI_ISL_802626
MW485302.1	EPI_ISL_802625
MW485303.1	EPI_ISL_802667
MW485304.1	EPI_ISL_802666
MW485305.1	EPI_ISL_802713
MW485306.1	EPI_ISL_802712
MW485307.1	EPI_ISL_802599
MW485308.1	EPI_ISL_802711
MW485310.1	EPI_ISL_802695
MW485311.1	EPI_ISL_802717
MW485312.1	EPI_ISL_802644
MW485313.1	EPI_ISL_802643
MW485314.1	EPI_ISL_802642
MW485315.1	EPI_ISL_802649
MW485316.1	EPI_ISL_802694
MW485317.1	EPI_ISL_802606
MW485318.1	EPI_ISL_802693
MW485319.1	EPI_ISL_802716
MW485320.1	EPI_ISL_802715
MW485321.1	EPI_ISL_802692
MW485322.1	EPI_ISL_802691
MW485323.1	EPI_ISL_802641
MW485324.1	EPI_ISL_802689
MW485325.1	EPI_ISL_802665
MW485326.1	EPI_ISL_802624
MW485327.1	EPI_ISL_802664
MW485328.1	EPI_ISL_802687
MW485329.1	EPI_ISL_802663
MW485330.1	EPI_ISL_802604
MW485331.1	EPI_ISL_802662
MW485332.1	EPI_ISL_802683
MW485333.1	EPI_ISL_802682
MW485334.1	EPI_ISL_802623
MW485335.1	EPI_ISL_802622
MW485336.1	EPI_ISL_802621
MW485337.1	EPI_ISL_802620
MW485338.1	EPI_ISL_802619
MW485339.1	EPI_ISL_802618
MW485340.1	EPI_ISL_802607
MW485341.1	EPI_ISL_802656
MW485342.1	EPI_ISL_802650
MW485343.1	EPI_ISL_802600
MW485344.1	EPI_ISL_802710
MW485345.1	EPI_ISL_802690
MW485346.1	EPI_ISL_802722
MW485347.1	EPI_ISL_802688
MW485348.1	EPI_ISL_802709
MW485349.1	EPI_ISL_802640
MW485350.1	EPI_ISL_802685
MW485351.1	EPI_ISL_802684
MW485353.1	EPI_ISL_802708
MW485354.1	EPI_ISL_802707
MW485355.1	EPI_ISL_802639
MW485356.1	EPI_ISL_802680
MW485357.1	EPI_ISL_802638
MW485358.1	EPI_ISL_802706
MW485359.1	EPI_ISL_802637
MW485360.1	EPI_ISL_802679
MW485361.1	EPI_ISL_802719
MW485362.1	EPI_ISL_802648
MW485363.1	EPI_ISL_802609
MW485364.1	EPI_ISL_802658
MW485365.1	EPI_ISL_802608
MW485366.1	EPI_ISL_802657
MW485367.1	EPI_ISL_802670
MW485368.1	EPI_ISL_802629
MW485369.1	EPI_ISL_802605
MW485370.1	EPI_ISL_802669
MW485371.1	EPI_ISL_802686
MW485372.1	EPI_ISL_802611
MW485373.1	EPI_ISL_802610
MW485374.1	EPI_ISL_802660
MW485375.1	EPI_ISL_802659
MW485376.1	EPI_ISL_802700
MW485377.1	EPI_ISL_802654
MW485378.1	EPI_ISL_802631
MW485379.1	EPI_ISL_802630
MW485380.1	EPI_ISL_802674
MW485381.1	EPI_ISL_802673
MW485382.1	EPI_ISL_802672
MW485383.1	EPI_ISL_802671
MW485384.1	EPI_ISL_802699
MW485385.1	EPI_ISL_802617
MW485386.1	EPI_ISL_802616
MW485387.1	EPI_ISL_802615
MW485388.1	EPI_ISL_802614
MW485389.1	EPI_ISL_802661
MW485390.1	EPI_ISL_802613
MW485391.1	EPI_ISL_802612
MW485392.1	EPI_ISL_802655
MW485393.1	EPI_ISL_802636
MW485394.1	EPI_ISL_802635
MW485395.1	EPI_ISL_802705
MW485396.1	EPI_ISL_802704
MW485397.1	EPI_ISL_802703
MW485398.1	EPI_ISL_802702
MW485399.1	EPI_ISL_802634
MW485400.1	EPI_ISL_802678
MW485401.1	EPI_ISL_802677
MW485402.1	EPI_ISL_802676
MW485403.1	EPI_ISL_802633
MW485404.1	EPI_ISL_802647
MW485405.1	EPI_ISL_802632
MW485406.1	EPI_ISL_802675
MW485407.1	EPI_ISL_802651
MW485408.1	EPI_ISL_802701
MW485409.1	EPI_ISL_802723
MW485410.1	EPI_ISL_802721
MW485411.1	EPI_ISL_802603
MW485412.1	EPI_ISL_802718
MW485413.1	EPI_ISL_802697
MW485414.1	EPI_ISL_802720
MW485415.1	EPI_ISL_802714
MW485416.1	EPI_ISL_802698
MW485417.1	EPI_ISL_802653
MW485418.1	EPI_ISL_802602
MW485419.1	EPI_ISL_792092
MW485422.1	EPI_ISL_792095
MW485423.1	EPI_ISL_792096
MW485424.1	EPI_ISL_792097
MW485425.1	EPI_ISL_792098
MW485426.1	EPI_ISL_825015
MW485427.1	EPI_ISL_792099
MW485428.1	EPI_ISL_792100
MW485448.1	EPI_ISL_832203
MW485449.1	EPI_ISL_832204
MW485828.1	EPI_ISL_833489
MW485829.1	EPI_ISL_833490
MW485830.1	EPI_ISL_833491
MW485881.1	EPI_ISL_833394
MW485882.1	EPI_ISL_833395
MW485883.1	EPI_ISL_833396
MW485884.1	EPI_ISL_833397
MW485885.1	EPI_ISL_833398
MW485886.1	EPI_ISL_833399
MW485887.1	EPI_ISL_833400
MW485888.1	EPI_ISL_833401
MW485889.1	EPI_ISL_833402
MW485890.1	EPI_ISL_833403
MW485891.1	EPI_ISL_833404
MW485892.1	EPI_ISL_833405
MW485893.1	EPI_ISL_833406
MW485894.1	EPI_ISL_833407
MW485895.1	EPI_ISL_833408
MW485896.1	EPI_ISL_833409
MW485897.1	EPI_ISL_833410
MW485898.1	EPI_ISL_833412
MW485899.1	EPI_ISL_833413
MW485900.1	EPI_ISL_833414
MW485901.1	EPI_ISL_833415
MW485902.1	EPI_ISL_833417
MW485903.1	EPI_ISL_833418
MW485904.1	EPI_ISL_833419
MW485905.1	EPI_ISL_833420
MW485906.1	EPI_ISL_833421
MW485907.1	EPI_ISL_833422
MW485908.1	EPI_ISL_833423
MW485909.1	EPI_ISL_833424
MW485910.1	EPI_ISL_833425
MW485911.1	EPI_ISL_833426
MW485912.1	EPI_ISL_833427
MW485913.1	EPI_ISL_833428
MW485914.1	EPI_ISL_833429
MW485915.1	EPI_ISL_833430
MW485916.1	EPI_ISL_833431
MW485917.1	EPI_ISL_833432
MW486171.1	EPI_ISL_754676
MW486172.1	EPI_ISL_754628
MW486173.1	EPI_ISL_754626
MW486174.1	EPI_ISL_754627
MW486175.1	EPI_ISL_754648
MW486176.1	EPI_ISL_754649
MW486177.1	EPI_ISL_754654
MW486178.1	EPI_ISL_754620
MW486179.1	EPI_ISL_754644
MW486180.1	EPI_ISL_754667
MW486181.1	EPI_ISL_754668
MW486182.1	EPI_ISL_754657
MW486183.1	EPI_ISL_754658
MW486184.1	EPI_ISL_754636
MW486185.1	EPI_ISL_754637
MW486186.1	EPI_ISL_754625
MW486187.1	EPI_ISL_754659
MW486188.1	EPI_ISL_754660
MW486189.1	EPI_ISL_754669
MW486190.1	EPI_ISL_754670
MW486191.1	EPI_ISL_754661
MW486192.1	EPI_ISL_754673
MW486193.1	EPI_ISL_754662
MW486194.1	EPI_ISL_754671
MW486195.1	EPI_ISL_754672
MW486196.1	EPI_ISL_754674
MW486197.1	EPI_ISL_754634
MW486198.1	EPI_ISL_754638
MW486199.1	EPI_ISL_754635
MW486200.1	EPI_ISL_754663
MW486201.1	EPI_ISL_754664
MW486202.1	EPI_ISL_754665
MW486203.1	EPI_ISL_754675
MW486204.1	EPI_ISL_754666
MW486205.1	EPI_ISL_754624
MW486206.1	EPI_ISL_754629
MW486207.1	EPI_ISL_754630
MW486208.1	EPI_ISL_754631
MW486209.1	EPI_ISL_754632
MW486210.1	EPI_ISL_754633
MW486211.1	EPI_ISL_754655
MW486212.1	EPI_ISL_754650
MW486213.1	EPI_ISL_754639
MW486214.1	EPI_ISL_754640
MW486215.1	EPI_ISL_754656
MW486216.1	EPI_ISL_754645
MW486217.1	EPI_ISL_754651
MW486218.1	EPI_ISL_754619
MW486219.1	EPI_ISL_754641
MW486221.1	EPI_ISL_754652
MW486222.1	EPI_ISL_754642
MW486223.1	EPI_ISL_754653
MW486224.1	EPI_ISL_754621
MW486225.1	EPI_ISL_754622
MW486226.1	EPI_ISL_754647
MW486227.1	EPI_ISL_754643
MW486228.1	EPI_ISL_759724
MW486229.1	EPI_ISL_759725
MW486230.1	EPI_ISL_759726
MW486231.1	EPI_ISL_759727
MW486232.1	EPI_ISL_759728
MW486233.1	EPI_ISL_759729
MW486234.1	EPI_ISL_759731
MW486235.1	EPI_ISL_759732
MW486236.1	EPI_ISL_759733
MW486237.1	EPI_ISL_759734
MW486238.1	EPI_ISL_759735
MW486239.1	EPI_ISL_759737
MW486240.1	EPI_ISL_759738
MW486241.1	EPI_ISL_759739
MW486242.1	EPI_ISL_759740
MW486243.1	EPI_ISL_759741
MW486244.1	EPI_ISL_759742
MW486245.1	EPI_ISL_759743
MW486246.1	EPI_ISL_759744
MW486247.1	EPI_ISL_759745
MW486248.1	EPI_ISL_759746
MW486249.1	EPI_ISL_759747
MW486250.1	EPI_ISL_759748
MW486251.1	EPI_ISL_759749
MW486252.1	EPI_ISL_759750
MW486253.1	EPI_ISL_759751
MW486254.1	EPI_ISL_759752
MW486255.1	EPI_ISL_759753
MW486256.1	EPI_ISL_759754
MW486257.1	EPI_ISL_759755
MW486258.1	EPI_ISL_759756
MW486259.1	EPI_ISL_759757
MW486260.1	EPI_ISL_759758
MW486261.1	EPI_ISL_759759
MW486262.1	EPI_ISL_759760
MW486263.1	EPI_ISL_779319
MW486264.1	EPI_ISL_779320
MW486265.1	EPI_ISL_779321
MW486266.1	EPI_ISL_779322
MW486267.1	EPI_ISL_779323
MW486268.1	EPI_ISL_779324
MW486269.1	EPI_ISL_779325
MW486270.1	EPI_ISL_779326
MW486271.1	EPI_ISL_779327
MW486272.1	EPI_ISL_779328
MW486273.1	EPI_ISL_779329
MW486274.1	EPI_ISL_779330
MW486275.1	EPI_ISL_779331
MW486276.1	EPI_ISL_779332
MW486277.1	EPI_ISL_779333
MW486278.1	EPI_ISL_779334
MW486279.1	EPI_ISL_779335
MW486280.1	EPI_ISL_779336
MW486281.1	EPI_ISL_779337
MW486282.1	EPI_ISL_779338
MW486283.1	EPI_ISL_779339
MW486284.1	EPI_ISL_779340
MW486285.1	EPI_ISL_779341
MW486286.1	EPI_ISL_812348
MW486287.1	EPI_ISL_788898
MW486288.1	EPI_ISL_788899
MW486289.1	EPI_ISL_788900
MW486290.1	EPI_ISL_788901
MW486291.1	EPI_ISL_788902
MW486292.1	EPI_ISL_788903
MW486293.1	EPI_ISL_788904
MW486294.1	EPI_ISL_788905
MW486295.1	EPI_ISL_788906
MW486296.1	EPI_ISL_788907
MW486297.1	EPI_ISL_788908
MW486298.1	EPI_ISL_788909
MW486299.1	EPI_ISL_788910
MW486300.1	EPI_ISL_788911
MW486301.1	EPI_ISL_788912
MW486302.1	EPI_ISL_788913
MW486303.1	EPI_ISL_788914
MW486304.1	EPI_ISL_788915
MW486305.1	EPI_ISL_788916
MW486306.1	EPI_ISL_788917
MW486307.1	EPI_ISL_788918
MW486308.1	EPI_ISL_779342
MW486309.1	EPI_ISL_779343
MW486310.1	EPI_ISL_779344
MW486311.1	EPI_ISL_779345
MW486312.1	EPI_ISL_779346
MW486313.1	EPI_ISL_779347
MW486314.1	EPI_ISL_779348
MW486315.1	EPI_ISL_779349
MW486316.1	EPI_ISL_779350
MW486317.1	EPI_ISL_779351
MW486318.1	EPI_ISL_779352
MW486319.1	EPI_ISL_779353
MW486320.1	EPI_ISL_788919
MW486321.1	EPI_ISL_779354
MW486322.1	EPI_ISL_779355
MW486323.1	EPI_ISL_779356
MW486324.1	EPI_ISL_779357
MW486325.1	EPI_ISL_779358
MW486326.1	EPI_ISL_779359
MW486327.1	EPI_ISL_779360
MW486328.1	EPI_ISL_779361
MW486329.1	EPI_ISL_779362
MW486330.1	EPI_ISL_779363
MW486331.1	EPI_ISL_779364
MW486332.1	EPI_ISL_779365
MW486333.1	EPI_ISL_788920
MW486334.1	EPI_ISL_779366
MW486335.1	EPI_ISL_779367
MW486336.1	EPI_ISL_779368
MW486337.1	EPI_ISL_779369
MW486338.1	EPI_ISL_779370
MW486339.1	EPI_ISL_779371
MW486340.1	EPI_ISL_779372
MW486341.1	EPI_ISL_779373
MW486342.1	EPI_ISL_779374
MW486343.1	EPI_ISL_779375
MW486344.1	EPI_ISL_779376
MW486345.1	EPI_ISL_779377
MW486346.1	EPI_ISL_779378
MW486347.1	EPI_ISL_779379
MW486348.1	EPI_ISL_779380
MW486349.1	EPI_ISL_779381
MW486350.1	EPI_ISL_779382
MW486351.1	EPI_ISL_791097
MW486352.1	EPI_ISL_791098
MW486353.1	EPI_ISL_791099
MW486354.1	EPI_ISL_791100
MW486355.1	EPI_ISL_791101
MW486356.1	EPI_ISL_791102
MW486357.1	EPI_ISL_791103
MW486358.1	EPI_ISL_791104
MW486359.1	EPI_ISL_791105
MW486360.1	EPI_ISL_791106
MW486361.1	EPI_ISL_791107
MW486362.1	EPI_ISL_791108
MW486363.1	EPI_ISL_791109
MW486364.1	EPI_ISL_791110
MW486365.1	EPI_ISL_791111
MW486366.1	EPI_ISL_791112
MW486367.1	EPI_ISL_791113
MW486368.1	EPI_ISL_791114
MW486369.1	EPI_ISL_791115
MW486370.1	EPI_ISL_791116
MW486371.1	EPI_ISL_791117
MW486372.1	EPI_ISL_791118
MW486373.1	EPI_ISL_791119
MW486374.1	EPI_ISL_791120
MW486375.1	EPI_ISL_791121
MW486376.1	EPI_ISL_791122
MW486377.1	EPI_ISL_791123
MW486378.1	EPI_ISL_791124
MW486379.1	EPI_ISL_791125
MW486380.1	EPI_ISL_791126
MW486381.1	EPI_ISL_791127
MW486382.1	EPI_ISL_791128
MW486383.1	EPI_ISL_791129
MW486384.1	EPI_ISL_791130
MW486385.1	EPI_ISL_791131
MW486386.1	EPI_ISL_791132
MW486387.1	EPI_ISL_791133
MW486388.1	EPI_ISL_791135
MW486389.1	EPI_ISL_791136
MW486390.1	EPI_ISL_791137
MW486391.1	EPI_ISL_791138
MW486392.1	EPI_ISL_791139
MW486393.1	EPI_ISL_791140
MW486394.1	EPI_ISL_791141
MW486395.1	EPI_ISL_791143
MW486396.1	EPI_ISL_791144
MW486397.1	EPI_ISL_791145
MW486398.1	EPI_ISL_791146
MW486399.1	EPI_ISL_791147
MW486400.1	EPI_ISL_791148
MW486401.1	EPI_ISL_791149
MW486402.1	EPI_ISL_791150
MW486403.1	EPI_ISL_791151
MW486404.1	EPI_ISL_791152
MW486405.1	EPI_ISL_791153
MW486406.1	EPI_ISL_791154
MW486407.1	EPI_ISL_791155
MW486408.1	EPI_ISL_791156
MW486409.1	EPI_ISL_791157
MW486410.1	EPI_ISL_791158
MW486411.1	EPI_ISL_791159
MW486412.1	EPI_ISL_791160
MW486413.1	EPI_ISL_791162
MW486414.1	EPI_ISL_791163
MW486415.1	EPI_ISL_791164
MW486416.1	EPI_ISL_791165
MW486417.1	EPI_ISL_791166
MW486418.1	EPI_ISL_791167
MW486419.1	EPI_ISL_791169
MW486420.1	EPI_ISL_791170
MW486421.1	EPI_ISL_791171
MW486422.1	EPI_ISL_791172
MW486423.1	EPI_ISL_791173
MW486424.1	EPI_ISL_791174
MW486425.1	EPI_ISL_791175
MW486426.1	EPI_ISL_791178
MW486427.1	EPI_ISL_791179
MW486428.1	EPI_ISL_791180
MW486429.1	EPI_ISL_791181
MW486430.1	EPI_ISL_791182
MW487271.1	EPI_ISL_845657
MW487272.1	EPI_ISL_845658
MW487273.1	EPI_ISL_845659
MW487274.1	EPI_ISL_845660
MW487275.1	EPI_ISL_845661
MW487276.1	EPI_ISL_845662
MW487277.1	EPI_ISL_845663
MW487278.1	EPI_ISL_845664
MW487279.1	EPI_ISL_845665
MW487280.1	EPI_ISL_845666
MW487281.1	EPI_ISL_845667
MW487282.1	EPI_ISL_845668
MW487283.1	EPI_ISL_845669
MW487284.1	EPI_ISL_845670
MW487285.1	EPI_ISL_845671
MW487286.1	EPI_ISL_845672
MW487287.1	EPI_ISL_845673
MW487288.1	EPI_ISL_845783
MW487289.1	EPI_ISL_845674
MW487290.1	EPI_ISL_845675
MW487291.1	EPI_ISL_845676
MW487292.1	EPI_ISL_845677
MW487293.1	EPI_ISL_845678
MW487294.1	EPI_ISL_845679
MW490573.1	EPI_ISL_843170
MW490574.1	EPI_ISL_843171
MW490575.1	EPI_ISL_843172
MW490576.1	EPI_ISL_843173
MW490577.1	EPI_ISL_843174
MW490579.1	EPI_ISL_843176
MW490580.1	EPI_ISL_843177
MW490581.1	EPI_ISL_843178
MW490582.1	EPI_ISL_843179
MW490583.1	EPI_ISL_843180
MW490585.1	EPI_ISL_843182
MW490586.1	EPI_ISL_843183
MW490587.1	EPI_ISL_843184
MW490588.1	EPI_ISL_843185
MW490590.1	EPI_ISL_843187
MW490591.1	EPI_ISL_843188
MW490592.1	EPI_ISL_843189
MW490593.1	EPI_ISL_843190
MW490625.1	EPI_ISL_876588
MW490626.1	EPI_ISL_876589
MW490627.1	EPI_ISL_876590
MW490628.1	EPI_ISL_876591
MW490629.1	EPI_ISL_876592
MW490630.1	EPI_ISL_876593
MW490631.1	EPI_ISL_876594
MW490632.1	EPI_ISL_876595
MW490633.1	EPI_ISL_876596
MW490727.1	EPI_ISL_848838
MW490728.1	EPI_ISL_848849
MW490729.1	EPI_ISL_848863
MW490730.1	EPI_ISL_848850
MW490731.1	EPI_ISL_848851
MW490732.1	EPI_ISL_848847
MW490733.1	EPI_ISL_848844
MW490734.1	EPI_ISL_848864
MW490735.1	EPI_ISL_848839
MW490736.1	EPI_ISL_848852
MW490737.1	EPI_ISL_848846
MW490738.1	EPI_ISL_848853
MW490739.1	EPI_ISL_848854
MW490740.1	EPI_ISL_848842
MW490741.1	EPI_ISL_848865
MW490742.1	EPI_ISL_848866
MW490743.1	EPI_ISL_848825
MW490744.1	EPI_ISL_848828
MW490745.1	EPI_ISL_848835
MW490746.1	EPI_ISL_848829
MW490747.1	EPI_ISL_848836
MW490748.1	EPI_ISL_848810
MW490749.1	EPI_ISL_848819
MW490750.1	EPI_ISL_848811
MW490751.1	EPI_ISL_848783
MW490752.1	EPI_ISL_848792
MW490753.1	EPI_ISL_848791
MW490754.1	EPI_ISL_848793
MW490755.1	EPI_ISL_848788
MW490756.1	EPI_ISL_848790
MW490757.1	EPI_ISL_848780
MW490758.1	EPI_ISL_848775
MW490759.1	EPI_ISL_848776
MW490760.1	EPI_ISL_848743
MW490761.1	EPI_ISL_848736
MW490762.1	EPI_ISL_848734
MW490763.1	EPI_ISL_848737
MW490764.1	EPI_ISL_848735
MW490765.1	EPI_ISL_848731
MW490766.1	EPI_ISL_848733
MW490767.1	EPI_ISL_848732
MW490768.1	EPI_ISL_848728
MW490769.1	EPI_ISL_848729
MW490770.1	EPI_ISL_848730
MW490771.1	EPI_ISL_848721
MW490772.1	EPI_ISL_848726
MW490773.1	EPI_ISL_848727
MW490774.1	EPI_ISL_848718
MW490775.1	EPI_ISL_848723
MW490776.1	EPI_ISL_848720
MW490777.1	EPI_ISL_848719
MW490779.1	EPI_ISL_848717
MW490780.1	EPI_ISL_848724
MW490781.1	EPI_ISL_848722
MW490782.1	EPI_ISL_848682
MW490783.1	EPI_ISL_848685
MW490784.1	EPI_ISL_848697
MW490785.1	EPI_ISL_848686
MW490786.1	EPI_ISL_848683
MW490787.1	EPI_ISL_848687
MW490788.1	EPI_ISL_848688
MW490789.1	EPI_ISL_848676
MW490790.1	EPI_ISL_848679
MW490791.1	EPI_ISL_848674
MW490792.1	EPI_ISL_848675
MW490793.1	EPI_ISL_848678
MW490794.1	EPI_ISL_848654
MW490795.1	EPI_ISL_848677
MW490796.1	EPI_ISL_848671
MW490797.1	EPI_ISL_848672
MW490798.1	EPI_ISL_848655
MW490799.1	EPI_ISL_849146
MW490800.1	EPI_ISL_849147
MW490801.1	EPI_ISL_849129
MW490802.1	EPI_ISL_849130
MW490805.1	EPI_ISL_849131
MW490806.1	EPI_ISL_849142
MW490807.1	EPI_ISL_849132
MW490808.1	EPI_ISL_849125
MW490809.1	EPI_ISL_849143
MW490811.1	EPI_ISL_849133
MW490812.1	EPI_ISL_849134
MW490814.1	EPI_ISL_849135
MW490815.1	EPI_ISL_849136
MW490816.1	EPI_ISL_849139
MW490817.1	EPI_ISL_849123
MW490818.1	EPI_ISL_849128
MW490819.1	EPI_ISL_849124
MW490820.1	EPI_ISL_849137
MW490821.1	EPI_ISL_849126
MW490822.1	EPI_ISL_849144
MW490823.1	EPI_ISL_849127
MW490824.1	EPI_ISL_849138
MW490825.1	EPI_ISL_849121
MW490826.1	EPI_ISL_849145
MW490827.1	EPI_ISL_849119
MW490828.1	EPI_ISL_849113
MW490829.1	EPI_ISL_849114
MW490830.1	EPI_ISL_849111
MW490831.1	EPI_ISL_849112
MW490832.1	EPI_ISL_849118
MW490833.1	EPI_ISL_849117
MW490834.1	EPI_ISL_849116
MW490835.1	EPI_ISL_849115
MW490836.1	EPI_ISL_849110
MW490837.1	EPI_ISL_849109
MW490838.1	EPI_ISL_849099
MW490839.1	EPI_ISL_849098
MW490840.1	EPI_ISL_849097
MW490841.1	EPI_ISL_849100
MW490842.1	EPI_ISL_849102
MW490843.1	EPI_ISL_849103
MW490844.1	EPI_ISL_849108
MW490845.1	EPI_ISL_849101
MW490846.1	EPI_ISL_849106
MW490847.1	EPI_ISL_849105
MW490848.1	EPI_ISL_849107
MW490849.1	EPI_ISL_849104
MW490850.1	EPI_ISL_849094
MW490851.1	EPI_ISL_849088
MW490852.1	EPI_ISL_849093
MW490853.1	EPI_ISL_849092
MW490854.1	EPI_ISL_849089
MW490855.1	EPI_ISL_849090
MW490856.1	EPI_ISL_849095
MW490857.1	EPI_ISL_849086
MW490858.1	EPI_ISL_849091
MW490859.1	EPI_ISL_849096
MW490860.1	EPI_ISL_849087
MW490861.1	EPI_ISL_849085
MW490862.1	EPI_ISL_848962
MW490863.1	EPI_ISL_848905
MW490864.1	EPI_ISL_849070
MW490865.1	EPI_ISL_849061
MW490866.1	EPI_ISL_849064
MW490867.1	EPI_ISL_849049
MW490868.1	EPI_ISL_849031
MW490869.1	EPI_ISL_849032
